,count-Row ID,mean-Row ID,mean-Postal Code,mean-Sales,mean-Quantity,mean-Discount,mean-Profit,mean-ReturnedBin,mean-EncodedCountry,mean-x0_Furniture,mean-x0_Office Supplies,mean-x0_Technology,mean-x0_Accessories,mean-x0_Appliances,mean-x0_Art,mean-x0_Binders,mean-x0_Bookcases,mean-x0_Chairs,mean-x0_Copiers,mean-x0_Envelopes,mean-x0_Fasteners,mean-x0_Furnishings,mean-x0_Labels,mean-x0_Machines,mean-x0_Paper,mean-x0_Phones,mean-x0_Storage,mean-x0_Supplies,mean-x0_Tables,mean-x0_Consumer,mean-x0_Corporate,mean-x0_Home Office,mean-x0_First Class,mean-x0_Same Day,mean-x0_Second Class,mean-x0_Standard Class,std-Row ID,std-Postal Code,std-Sales,std-Quantity,std-Discount,std-Profit,std-ReturnedBin,std-EncodedCountry,std-x0_Furniture,std-x0_Office Supplies,std-x0_Technology,std-x0_Accessories,std-x0_Appliances,std-x0_Art,std-x0_Binders,std-x0_Chairs,std-x0_Envelopes,std-x0_Fasteners,std-x0_Furnishings,std-x0_Labels,std-x0_Paper,std-x0_Phones,std-x0_Storage,std-x0_Tables,std-x0_Consumer,std-x0_Corporate,std-x0_Home Office,std-x0_First Class,std-x0_Same Day,std-x0_Second Class,std-x0_Standard Class,min-Row ID,min-Postal Code,min-Sales,min-Quantity,min-Discount,min-Profit,min-ReturnedBin,min-EncodedCountry,min-x0_Furniture,min-x0_Office Supplies,min-x0_Technology,min-x0_Accessories,min-x0_Appliances,min-x0_Art,min-x0_Binders,min-x0_Bookcases,min-x0_Chairs,min-x0_Copiers,min-x0_Envelopes,min-x0_Fasteners,min-x0_Furnishings,min-x0_Labels,min-x0_Machines,min-x0_Paper,min-x0_Storage,min-x0_Supplies,min-x0_Tables,min-x0_First Class,min-x0_Same Day,min-x0_Second Class,min-x0_Standard Class,25%-Row ID,25%-Postal Code,25%-Sales,25%-Quantity,25%-Discount,25%-Profit,25%-ReturnedBin,25%-EncodedCountry,25%-x0_Furniture,25%-x0_Office Supplies,25%-x0_Technology,25%-x0_Accessories,25%-x0_Appliances,25%-x0_Binders,25%-x0_Bookcases,25%-x0_Chairs,25%-x0_Copiers,25%-x0_Envelopes,25%-x0_Fasteners,25%-x0_Furnishings,25%-x0_Labels,25%-x0_Machines,25%-x0_Paper,25%-x0_Storage,25%-x0_Supplies,25%-x0_First Class,25%-x0_Same Day,25%-x0_Second Class,25%-x0_Standard Class,50%-Row ID,50%-Postal Code,50%-Sales,50%-Quantity,50%-Discount,50%-Profit,50%-ReturnedBin,50%-EncodedCountry,50%-x0_Furniture,50%-x0_Office Supplies,50%-x0_Technology,50%-x0_Appliances,50%-x0_Art,50%-x0_Binders,50%-x0_Bookcases,50%-x0_Copiers,50%-x0_Envelopes,50%-x0_Fasteners,50%-x0_Furnishings,50%-x0_Labels,50%-x0_Machines,50%-x0_Paper,50%-x0_Phones,50%-x0_Storage,50%-x0_Supplies,50%-x0_Tables,50%-x0_First Class,50%-x0_Same Day,50%-x0_Second Class,50%-x0_Standard Class,75%-Row ID,75%-Postal Code,75%-Sales,75%-Quantity,75%-Discount,75%-Profit,75%-ReturnedBin,75%-EncodedCountry,75%-x0_Furniture,75%-x0_Office Supplies,75%-x0_Technology,75%-x0_Accessories,75%-x0_Appliances,75%-x0_Art,75%-x0_Binders,75%-x0_Bookcases,75%-x0_Chairs,75%-x0_Copiers,75%-x0_Envelopes,75%-x0_Fasteners,75%-x0_Furnishings,75%-x0_Labels,75%-x0_Machines,75%-x0_Paper,75%-x0_Phones,75%-x0_Storage,75%-x0_Supplies,75%-x0_Tables,75%-x0_First Class,75%-x0_Same Day,75%-x0_Second Class,75%-x0_Standard Class,max-Row ID,max-Postal Code,max-Quantity,max-Discount,max-Profit,max-EncodedCountry,max-x0_Furniture,max-x0_Office Supplies,max-x0_Technology,max-x0_Accessories,max-x0_Appliances,max-x0_Art,max-x0_Binders,max-x0_Chairs,max-x0_Furnishings,max-x0_Paper,max-x0_Phones,max-x0_Storage,max-x0_First Class,max-x0_Second Class,max-x0_Standard Class
Alan Barnes,14,3754.571429,74815.07143,79.55985714,3.428571429,0.135714286,15.77235714,0,1,0.142857143,0.714285714,0.142857143,0.142857143,0,0.214285714,0.214285714,0,0.071428571,0,0,0,0.071428571,0,0,0.214285714,0,0.071428571,0,0,1,0,0,0.214285714,0,0.071428571,0.714285714,2747.958451,23220.68924,83.04470252,1.398586414,0.108181776,17.47629464,0,0,0.36313652,0.468807231,0.36313652,0.36313652,0,0.425815314,0.425815314,0.267261242,0,0,0.267261242,0,0.425815314,0,0.267261242,0,0,0,0,0.425815314,0,0.267261242,0.468807231,693,37087,13.872,1,0,-2.918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931.25,48341.5,21.924,3,0,5.08145,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3875,90036,41.992,3,0.2,8.75115,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5057.25,90045,93.114,4.75,0.2,24.0372,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8665,98006,6,0.3,59.4355,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
Alan Dominguez,12,2782.583333,40118.41667,508.9066667,3.333333333,0.058333333,155.82745,0,1,0.25,0.583333333,0.166666667,0.083333333,0,0.083333333,0,0,0.166666667,0.083333333,0,0,0.083333333,0,0,0.333333333,0,0.166666667,0,0,0,0,1,0,0,0.25,0.75,2963.786812,31095.54971,873.090306,1.302677895,0.108362467,392.0900238,0,0,0.452267017,0.514928651,0.389249472,0.288675135,0,0.288675135,0,0.389249472,0,0,0.288675135,0,0.492365964,0,0.389249472,0,0,0,0,0,0,0.452267017,0.452267017,125,6824,5.88,1,0,-8.5794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.75,10534.5,18.45,3,0,4.9527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1307,39269.5,107.705,3,0,11.61135,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4928.25,59405,674.706,4,0.05,72.9622,0,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,1,9736,94122,6,0.3,1379.977,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1
Alan Haines,8,3191.375,27083,198.4315,3.5,0.35,-47.3188625,0,1,0.25,0.75,0,0,0.125,0,0.5,0,0.125,0,0,0,0.125,0,0,0,0,0,0.125,0,0,1,0,0.125,0,0.625,0.25,2496.335196,16852.13891,321.5389801,2.070196678,0.250713268,87.75703209,0,0,0.46291005,0.46291005,0,0,0.353553391,0,0.534522484,0.353553391,0,0,0.353553391,0,0,0,0,0,0,0,0,0.353553391,0,0.51754917,0.46291005,287,10024,3.744,1,0.2,-204.3145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.75,16019.5,22.5115,2,0.2,-61.579,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4302,25668.5,66.47,3,0.2,-6.2764,0,1,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5292.75,33319,209.4105,5,0.4,2.9103,0,1,0.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,5404,60623,7,0.8,24.316,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1
Alan Hwang,13,4954.461538,60892.84615,369.6418462,4.076923077,0.092307692,100.6580462,0,1,0,0.692307692,0.307692308,0.076923077,0,0.076923077,0.307692308,0,0,0,0,0.076923077,0,0,0,0.076923077,0.230769231,0.153846154,0,0,1,0,0,0.307692308,0,0,0.692307692,2389.531042,36580.88341,487.2418019,2.019139192,0.103774904,207.0645068,0,0,0,0.480384461,0.480384461,0.277350098,0,0.277350098,0.480384461,0,0,0.277350098,0,0,0.277350098,0.43852901,0.375533808,0,0,0,0,0.480384461,0,0,0.480384461,266,10024,3.36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4416,37211,21.36,2,0,5.5674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4885,75220,171.2,5,0,19.596,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4979,94122,575.92,5,0.2,71.99,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9274,98105,8,0.2,757.4112,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1
Alan Schoenberger,13,2943.846154,68093.07692,327.7526154,3.153846154,0.061538462,55.36731538,0.076923077,1,0.230769231,0.615384615,0.153846154,0.076923077,0.076923077,0,0.230769231,0.076923077,0.076923077,0,0,0,0.076923077,0.076923077,0,0.076923077,0.076923077,0.153846154,0,0,0,1,0,0,0,0.923076923,0.076923077,1941.113291,27656.64012,476.5343517,1.405118847,0.096076892,97.6702366,0.277350098,0,0.43852901,0.506369684,0.375533808,0.277350098,0.277350098,0,0.43852901,0.277350098,0,0,0.277350098,0.277350098,0.277350098,0.277350098,0.375533808,0,0,0,0,0,0,0.277350098,0.277350098,305,10024,10.776,1,0,-6.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,36116,25.584,2,0,7.056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2654,84604,164.88,3,0,12.864,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2657,84604,275.97,3,0.2,70.9644,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8496,94109,6,0.2,362.687,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
Alan Shonely,13,3867.692308,39703.07692,44.96984615,3,0.269230769,2.593523077,0,1,0.153846154,0.846153846,0,0,0.153846154,0.076923077,0.230769231,0,0,0,0.076923077,0,0.153846154,0,0,0.153846154,0,0.153846154,0,0,1,0,0,0,0.076923077,0.230769231,0.692307692,3936.257262,23970.19747,44.62007567,1.414213562,0.259437261,20.62471467,0,0,0.375533808,0.375533808,0,0,0.375533808,0.277350098,0.43852901,0,0.277350098,0,0.375533808,0,0.375533808,0,0.375533808,0,0,0,0,0,0.277350098,0.43852901,0.480384461,603,19120,5.56,1,0,-34.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,22153,10.368,2,0.2,1.4456,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630,33614,36.744,3,0.2,3.6288,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6215,44105,45.696,3,0.2,5.1408,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9964,90278,6,0.7,47.8152,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1
Alejandro Ballentine,14,3704.928571,59473.92857,65.32371429,2.785714286,0.1,18.89767857,0.071428571,1,0.071428571,0.642857143,0.285714286,0.142857143,0,0.071428571,0.071428571,0,0,0.071428571,0,0.071428571,0.071428571,0,0,0.285714286,0.071428571,0.071428571,0.071428571,0,0,0,1,0.071428571,0,0.071428571,0.857142857,2109.279588,31716.92156,128.1554271,1.42389344,0.130088727,30.9071349,0.267261242,0,0.267261242,0.497245158,0.468807231,0.36313652,0,0.267261242,0.267261242,0,0,0.267261242,0.267261242,0,0.468807231,0.267261242,0.267261242,0,0,0,0,0.267261242,0,0.267261242,0.36313652,1331,10009,2.97,1,0,-0.6435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706.25,39212,16.506,2,0,4.6404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3613.5,59537.5,19.18,2,0,7.1589,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4360.25,88220,34.448,3.75,0.2,10.26435,0,1,0,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,1,9484,98103,6,0.4,92.2368,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
Alejandro Grove,14,6713.357143,56864,184.4927143,4.142857143,0.014285714,52.33856429,0,1,0.142857143,0.642857143,0.214285714,0.071428571,0.071428571,0,0.071428571,0,0,0,0,0,0.142857143,0.071428571,0,0.142857143,0.142857143,0.214285714,0.071428571,0,1,0,0,0.142857143,0,0.142857143,0.714285714,2070.335856,25797.50744,354.3680369,3.207134903,0.053452248,104.866574,0,0,0.36313652,0.497245158,0.425815314,0.267261242,0.267261242,0,0.267261242,0,0,0,0.36313652,0.267261242,0.36313652,0.36313652,0.425815314,0,0,0,0,0.36313652,0,0.36313652,0.468807231,18,1841,14.4,2,0,0.2997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7381.25,68104,17.6175,2,0,5.5665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,7384.5,68104,39.21,3,0,8.5482,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7387.75,68104,137.4575,5,0,35.7285,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8037,84084,14,0.2,387.5676,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
Alejandro Savely,8,4141.375,70218,401.7795,4.875,0.225,44.32845,0.25,1,0.25,0.5,0.25,0.125,0,0,0.25,0,0,0,0,0,0.125,0,0,0.25,0.125,0,0,0.125,0,1,0,0.375,0,0.125,0.5,3429.524288,27419.12092,922.3684977,2.695896352,0.271240536,81.41808307,0.46291005,0,0.46291005,0.534522484,0.46291005,0.353553391,0,0,0.46291005,0,0,0,0.353553391,0,0.46291005,0.353553391,0,0.353553391,0,0,0,0.51754917,0,0.353553391,0.534522484,382,19134,1.964,2,0,-15.992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,56565.25,43.149,2.75,0,12.19305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4528.5,75081,66.808,4.5,0.2,24.3712,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,7068.25,94109,139.704,7,0.25,32.1669,0.25,1,0.25,1,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,1,8469,98103,9,0.8,241.1046,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
Aleksandra Gannaway,5,3999.8,73074.6,73.5096,3.2,0.08,11.85768,0,1,0.4,0.6,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,0.8,1803.780114,39757.84995,92.2776713,1.923538406,0.109544512,9.39103566,0,0,0.547722558,0.547722558,0,0,0.447213595,0.447213595,0.447213595,0.447213595,0,0,0,0,0,0,0,0,0,0,0,0.447213595,0,0,0.447213595,2615,2038,5.96,1,0,1.6688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616,89115,18.288,2,0,5.715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3587,90049,31.08,3,0,8.3916,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4185,90049,81.94,4,0.2,20.485,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6996,94122,6,0.2,23.028,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1
Alex Avila,11,3983.909091,66167.72727,505.7781818,2.727272727,0.090909091,-32.98931818,0,1,0.090909091,0.727272727,0.181818182,0.090909091,0.181818182,0,0.181818182,0,0,0,0,0.090909091,0.090909091,0,0,0.090909091,0.090909091,0.090909091,0.090909091,0,1,0,0,0.090909091,0,0,0.909090909,2439.561455,30833.37042,1157.990034,1.555050423,0.104446594,260.644408,0,0,0.301511345,0.467099366,0.404519917,0.301511345,0.404519917,0,0.404519917,0,0,0.301511345,0.301511345,0,0.301511345,0.301511345,0.301511345,0,0,0,0,0.301511345,0,0,0.301511345,1160,10011,2.304,1,0,-786.0144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765,55407,14.75,2,0,5.75325,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5199,78664,41.72,2,0,7.0096,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5201.5,86386.5,397.458,3,0.2,23.6163,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7470,94122,7,0.2,252.588,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
Alex Grayson,9,6055.111111,75930.44444,73.44133333,5.222222222,0.233333333,-0.570788889,0,1,0.111111111,0.666666667,0.222222222,0.111111111,0,0.111111111,0.111111111,0,0,0,0.111111111,0,0,0,0,0.333333333,0.111111111,0,0,0.111111111,1,0,0,0.111111111,0,0.555555556,0.333333333,1112.738339,19740.24522,66.51761422,3.308238874,0.264575131,52.90837514,0,0,0.333333333,0.5,0.440958552,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0.5,0.333333333,0,0.333333333,0,0,0,0.333333333,0,0.527046277,0.5,4353,28205,6.33,2,0,-135.087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6158,74133,12.96,3,0,1.4256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6193,77095,75.88,5,0.2,9.072,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6195,85204,95.84,5,0.2,26.558,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7738,95207,12,0.8,38.3238,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1
Alex Russell,5,6627.4,39188.4,211.1388,3.6,0.26,-44.21088,0,1,0.4,0.2,0.4,0.2,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0.2,0,1,0,0.2,0,0.6,0.2,1215.298646,36049.2879,196.6952262,2.302172887,0.167332005,86.71547674,0,0,0.547722558,0.447213595,0.547722558,0.447213595,0,0.447213595,0,0.447213595,0,0,0,0,0,0.447213595,0,0.447213595,0,0,0,0.447213595,0,0.547722558,0.447213595,4926,1841,14.88,1,0,-192.0468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5768,19143,85.2,2,0.2,-50.3928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7359,19143,179.886,3,0.3,-2.5698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7360,77070,251.964,6,0.4,3.72,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7724,78745,6,0.4,20.235,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1
Alice McCarthy,12,4491.833333,78049.33333,67.83433333,4,0.125,16.24898333,0,1,0.083333333,0.833333333,0.083333333,0.083333333,0.083333333,0.083333333,0.25,0.083333333,0,0,0,0,0,0,0,0.333333333,0,0.083333333,0,0,0,1,0,0.166666667,0.416666667,0.083333333,0.333333333,3636.709373,17646.18452,77.81714194,2.593698658,0.154478595,40.75932269,0,0,0.288675135,0.389249472,0.288675135,0.288675135,0.288675135,0.288675135,0.452267017,0,0,0,0,0,0.492365964,0,0.288675135,0,0,0,0,0.389249472,0.514928651,0.288675135,0.492365964,188,44105,9.024,2,0,-64.9376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349.75,73314.25,13.119,2.75,0,4.70205,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352.5,90008,28.62,3,0.1,5.7882,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8880.25,90032,88.5925,4.5,0.2,22.332,0,1,0,1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,9296,90032,11,0.5,92.5056,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
Allen Armold,15,4060,44294.2,70.426,2.733333333,0.08,18.49216,0,1,0.066666667,0.733333333,0.2,0.133333333,0,0.066666667,0.266666667,0,0,0,0,0,0.066666667,0,0,0.266666667,0.066666667,0.133333333,0,0,1,0,0,0.266666667,0,0.2,0.533333333,3213.05411,35397.44952,126.5088569,1.486446706,0.101418511,29.75522459,0,0,0.25819889,0.457737708,0.414039336,0.351865775,0,0.25819889,0.457737708,0,0,0,0.25819889,0,0.457737708,0.25819889,0.351865775,0,0,0,0,0.457737708,0,0.414039336,0.516397779,536,2908,5.248,1,0,0.5904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576,10035,15.736,2,0,4.46425,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266,30318,17.94,2,0,7.774,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6748.5,76654,62.46,3,0.2,14.9598,0,1,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,1,9540,97301,6,0.2,114.9954,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
Allen Goldenen,8,3997.5,39754,25.118125,4.125,0.225,8.6598,0.125,1,0.125,0.875,0,0,0,0.125,0.375,0,0,0,0,0,0.125,0.125,0,0.25,0,0,0,0,1,0,0,0.375,0.125,0.25,0.25,3027.531809,24258.12385,25.31130074,2.948970765,0.305894473,14.85280189,0.353553391,0,0.353553391,0.353553391,0,0,0,0.353553391,0.51754917,0,0,0,0.353553391,0.353553391,0.46291005,0,0,0,0,0,0,0.51754917,0.353553391,0.46291005,0.46291005,1034,10009,2.628,2,0,-10.5798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035.75,22204,11.976,2.75,0,-0.1731,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591.5,41574.5,15.0615,3,0.1,6.0786,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6464.5,45231,29.3325,4.25,0.325,12.90015,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0.25,0.25,7844,90004,11,0.7,34.2144,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1
Allen Rosenblatt,7,2532,41394.85714,319.4468571,4.142857143,0.1,-14.10922857,0,1,0.428571429,0.285714286,0.285714286,0.285714286,0,0,0.142857143,0,0.142857143,0,0,0,0,0,0,0.142857143,0,0,0,0.285714286,0,1,0,0,0.142857143,0.285714286,0.571428571,2421.013975,37188.30325,518.9713074,2.794552524,0.129099445,129.8468676,0,0,0.534522484,0.487950036,0.487950036,0.487950036,0,0,0.377964473,0.377964473,0,0,0,0,0.377964473,0,0,0.487950036,0,0,0,0,0.377964473,0.487950036,0.534522484,378,2038,41.28,1,0,-297.6848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653.5,10035,100.47,2,0,6.9489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,39401,122.352,3,0,13.7646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3428.5,69109.5,191.566,6.5,0.2,32.8949,0,1,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,1,6907,90036,8,0.3,105.468,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1
Alyssa Crouse,5,2125.8,72289.2,185.16,3.4,0.32,-12.42684,0,1,0.2,0.8,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,1,0,0,0,0.4,0.6,2420.476131,30925.17319,290.3380627,1.140175425,0.268328157,27.74428716,0,0,0.447213595,0.447213595,0,0,0,0,0.547722558,0,0.447213595,0,0,0,0,0,0.447213595,0.447213595,0,0,0,0,0,0.547722558,0.547722558,338,19120,7.712,2,0.2,-53.072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,77041,34.24,3,0.2,-17.4588,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,77041,57.576,3,0.2,-15.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1858,94122,127.92,4,0.2,2.7956,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6237,94122,5,0.8,21.591,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1
Alyssa Tate,9,4320.111111,69354.11111,130.2015556,3.111111111,0.2,11.20853333,0,1,0.222222222,0.666666667,0.111111111,0,0.111111111,0.222222222,0.222222222,0,0,0,0,0,0.111111111,0.111111111,0,0,0.111111111,0,0,0.111111111,0,0,1,0.111111111,0,0.555555556,0.333333333,2797.950252,32489.34665,293.3006003,2.472066162,0.295803989,22.6239961,0,0,0.440958552,0.5,0.333333333,0,0.333333333,0.440958552,0.440958552,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0.333333333,0,0,0,0.333333333,0,0.527046277,0.5,1177,6450,3.444,1,0,-4.5936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504,44312,9.94,2,0,2.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292,90004,11.16,2,0,3.0814,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5642,90004,33.52,4,0.2,5.4332,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9922,90045,9,0.7,68.04,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
