Customer Name (E&P),Sales (C),Quantity (C),Discount (C),Profit (C)
Laurel Beltran,12.78,1,0,5.751
Julie Prescott,18.464,4,0.2,6.924
Ed Braxton,445.802,7,0.3,-108.2662
Christopher Schild,2.48,1,0,0.868
Christopher Schild,25.9,5,0,12.691
Peter McVee,29.9,5,0,14.651
Peter McVee,2249.91,9,0,517.4793
Peter McVee,1053.164,4,0.3,-105.3164
Anna Andreadi,12.96,2,0,6.2208
Frank Atkinson,106.68,6,0,33.0708
Charlotte Melton,119.94,6,0,5.997
Cindy Chapman,10.272,3,0.2,3.21
Cindy Chapman,512.19,5,0.3,-65.853
Cindy Chapman,1.556,2,0.8,-4.2012
Toby Carlisle,4.448,2,0.2,1.4456
Toby Carlisle,276.69,3,0,49.8042
Toby Carlisle,4.96,4,0,2.3312
Toby Carlisle,71.92,4,0,20.8568
Toby Carlisle,18.84,3,0,7.9128
Toby Carlisle,140.97,3,0,19.7358
Toby Carlisle,470.376,3,0.2,52.9173
Tom Boeckenhauer,6.08,2,0,2.0672
Tom Boeckenhauer,164.792,1,0.2,18.5391
Jason Klamczynski,23.36,2,0,11.68
Ben Wallace,12.176,4,0.8,-18.8728
Shahid Hopkins,46.384,2,0.2,5.2182
Shahid Hopkins,362.92,2,0,105.2468
John Lee,9.248,2,0.2,3.3524
John Lee,1889.946,9,0.4,-377.9892
John Lee,62.04,5,0.2,4.653
John Lee,396.92,5,0.2,148.845
John Lee,239.456,7,0.2,17.9592
John Lee,13.12,5,0.2,2.132
John Lee,29.36,2,0,13.5056
John Lee,214.9,5,0,62.321
John Lee,15.92,4,0,7.4824
John Lee,146.45,5,0,48.3285
John Lee,15.14,1,0,0.6056
John Lee,5.76,2,0,2.6496
John Lee,1399.98,2,0,629.991
Maribeth Dona,8.952,2,0.7,-7.46
Maribeth Dona,8.856,6,0.7,-6.4944
Maribeth Dona,85.246,2,0.3,-1.2178
Clay Ludtke,21.728,7,0.2,7.6048
Clay Ludtke,1487.04,5,0.2,148.704
Ruben Ausman,71.88,6,0,33.0648
Ruben Ausman,9.24,3,0,2.9568
Ruben Ausman,35.88,6,0,16.146
Ruben Ausman,17.04,3,0.2,5.538
Ruben Ausman,931.176,3,0.2,314.2719
Lena Creighton,266.352,3,0.2,-13.3176
Lena Creighton,483.136,4,0.2,54.3528
Scot Wooten,196.784,2,0.2,-22.1382
Scot Wooten,231.92,5,0.2,5.798
Henry Goldwyn,29.7,3,0,8.019
Mark Van Huff,13.592,2,0.6,-14.2716
Greg Tran,70.88,2,0,33.3136
Bill Stewart,114.288,1,0.2,12.8574
Bill Stewart,36.624,8,0.7,-24.416
Bill Stewart,242.352,8,0.7,-363.528
Bill Stewart,49.616,2,0.2,4.9616
Bill Stewart,508.704,6,0.2,0
Bill Stewart,57.36,6,0.2,-14.34
Bill Stewart,906.68,5,0.2,68.001
Craig Molinari,719.952,6,0.2,71.9952
Craig Molinari,755.944,7,0.2,66.1451
Craig Molinari,11.98,5,0.8,-19.168
Craig Molinari,0.898,1,0.8,-1.5715
Elizabeth Moffitt,21.204,3,0.6,-11.6622
Katharine Harms,34.74,3,0,17.37
Katharine Harms,833.94,6,0,216.8244
Katharine Harms,12.96,3,0.2,4.536
Katharine Harms,25.92,4,0,12.4416
Art Foster,349.965,7,0.5,-216.9783
Art Foster,22.32,5,0.2,5.301
Justin Ritter,158.28,6,0,72.8088
Justin Ritter,497.94,3,0,224.073
Daniel Lacy,533.94,3,0,154.8426
Daniel Lacy,167.94,3,0,82.2906
Daniel Lacy,31.68,6,0,9.8208
Brian Dahlen,170.786,1,0.3,0
Rob Beeghly,198.744,4,0.3,0
Ross Baird,63.824,2,0.2,13.5626
Tim Brockman,435.168,4,0.2,-59.8356
Tim Brockman,48.58,1,0,7.7728
Katherine Nockton,47.976,3,0.2,8.3958
Katherine Nockton,20.736,4,0.2,7.2576
Rob Lucas,26.46,9,0,11.907
Rob Lucas,49.12,4,0,23.0864
Rob Lucas,15,3,0,7.2
Frank Hawley,194.7,5,0,9.735
Frank Hawley,591.32,4,0,112.3508
Frank Hawley,2.84,1,0,0.8804
Yana Sorensen,221.96,2,0,4.4392
Yana Sorensen,236,4,0,40.12
Steven Ward,41.94,2,0,15.0984
Steven Ward,52.792,1,0.2,4.6193
Parhena Norris,563.94,3,0,112.788
Annie Thurman,2625.12,8,0,735.0336
Annie Thurman,17.94,3,0,4.485
Ed Jacobs,422.856,3,0.2,15.8571
Denise Monton,127.764,2,0.1,2.8392
Kristen Hastings,3499.93,7,0,909.9818
Kristen Hastings,14.4,5,0,6.624
Kristen Hastings,122.97,3,0,60.2553
Kristen Hastings,9.32,4,0,2.7028
Kristen Hastings,122.94,3,0,59.0112
Mick Brown,17.31,3,0,5.193
Dana Kaydos,128.744,7,0.2,12.8744
Dean Braden,58.248,9,0.2,11.6496
Dean Braden,71.246,2,0.3,-19.3382
Dean Braden,7.872,3,0.2,0.5904
Dean Braden,887.271,3,0.3,-63.3765
Christina VanderZanden,146.86,7,0,70.4928
Christina VanderZanden,36.56,4,0,18.28
Grace Kelly,225.576,3,0.2,22.5576
Joseph Airdo,5.248,2,0.2,0.4592
Joseph Airdo,38.256,3,0.2,4.782
Joseph Airdo,40.24,5,0.2,13.078
Joseph Airdo,29.925,5,0.7,-21.945
Joseph Airdo,148.704,6,0.2,46.47
Joseph Airdo,55.92,10,0.2,16.776
Thea Hudgings,12.96,2,0,6.2208
Brian Stugart,25.176,3,0.6,-33.3582
Brian Stugart,5.584,2,0.6,-1.6752
Brian Stugart,1297.368,9,0.2,97.3026
Neola Schneider,264.32,2,0.2,19.824
Mike Kennedy,25.92,4,0,12.4416
Mike Kennedy,22.96,7,0,6.6584
Sue Ann Reed,19.44,3,0,9.3312
Brosina Hoffman,9.54,2,0,4.293
Brosina Hoffman,5.81,1,0,1.8011
Brosina Hoffman,5.76,2,0,1.728
Shahid Collister,14.91,3,0,4.6221
Randy Ferguson,6.642,9,0.7,-4.428
Chris McAfee,18.54,2,0,8.7138
Chris McAfee,679.96,5,0.2,220.987
Jim Mitchum,189.576,1,0.2,9.4788
Jim Mitchum,71.96,5,0.2,7.196
Richard Bierner,539.92,5,0.2,47.243
Richard Bierner,725.344,4,0.2,54.4008
Richard Bierner,7.44,3,0,2.604
Shirley Schmidt,39.48,1,0,11.0544
Nathan Mautz,850.5,5,0.1,245.7
Nathan Mautz,75.33,9,0,19.5858
Eudokia Martin,325.632,6,0.2,28.4928
Eudokia Martin,23.344,2,0.2,-1.459
Eudokia Martin,16.52,5,0.2,5.369
Mark Packer,335.72,5,0.2,113.3055
Mark Packer,251.944,7,0.2,88.1804
Mark Packer,127.302,7,0.3,-9.093
Katherine Hughes,1207.84,8,0,314.0384
Katherine Hughes,12.53,1,0,5.8891
Katherine Hughes,34.58,1,0,10.0282
Katherine Hughes,300.98,1,0,87.2842
Katherine Hughes,258.75,3,0,77.625
Dorothy Badders,59.52,3,0,15.4752
Dorothy Badders,57.96,7,0,27.2412
Dorothy Badders,441.96,2,0,101.6508
Dorothy Badders,68.04,6,0,33.3396
Laurel Beltran,703.71,6,0.7,-938.28
Laurel Beltran,17.904,4,0.7,-14.92
Laurel Beltran,11.976,4,0.7,-9.1816
Laurel Beltran,67.96,5,0.2,0.8495
Carol Adams,892.224,3,0.2,89.2224
Daniel Lacy,1299.99,2,0.5,-571.9956
Fred Chung,4.544,2,0.2,1.6472
Fred Chung,1352.032,4,0.2,84.502
David Bremer,1548.99,9,0.4,-464.697
David Bremer,19.872,3,0.2,6.7068
Chloris Kastensmidt,119.448,3,0.2,-13.4379
Chloris Kastensmidt,118.16,2,0.2,-25.109
Fred Wasserman,19.56,4,0,5.4768
John Murray,80.96,4,0,29.1456
John Murray,25.92,4,0,12.4416
Paul Stevenson,106.96,2,0,31.0184
Paul Stevenson,187.76,4,0,76.9816
Tony Chapman,76.776,4,0.7,-53.7432
Cynthia Voltz,53.9,5,0,25.872
Vivek Sundaresam,76.728,3,0.6,-53.7096
Vivek Sundaresam,10.43,7,0.8,-18.2525
Sonia Cooley,99.2,5,0,25.792
Speros Goranitis,15.92,5,0.2,2.786
Nicole Brennan,129.92,4,0,10.3936
Daniel Raglin,30.4,1,0,13.984
Daniel Raglin,5399.91,9,0,2591.9568
Daniel Raglin,119.1,3,0,34.539
Matt Abelman,40.08,6,0,19.2384
Matt Abelman,59.94,3,0,28.1718
Matt Abelman,259.98,2,0,88.3932
Matt Abelman,170.98,1,0,32.4862
Matt Abelman,38.97,3,0,4.6764
Matt Abelman,154.9,5,0,69.705
Matt Abelman,446.068,4,0.3,0
Trudy Schmidt,152.94,3,0,41.2938
Jack Garza,23.472,3,0.2,4.9878
Katherine Murray,195.64,4,0,91.9508
Katherine Murray,14.94,3,0,7.0218
Katherine Murray,1687.8,4,0,742.632
Katherine Murray,341.96,2,0,78.6508
Katherine Murray,605.88,6,0,151.47
Shirley Daniels,186.732,1,0.1,41.496
Shirley Daniels,3812.97,3,0,1906.485
Ted Trevino,26.424,9,0.2,9.5787
Ted Trevino,625.99,1,0,187.797
Brenda Bowman,1568.61,9,0,329.4081
Brenda Bowman,17.3,1,0,8.304
Brenda Bowman,160,8,0,62.4
Ricardo Sperren,179.94,3,0,50.3832
Ricardo Sperren,872.94,3,0,157.1292
Ricardo Sperren,12.96,2,0,6.2208
Arianne Irving,88.8,6,0,44.4
Arianne Irving,319.968,4,0.2,35.9964
Marc Crier,167.888,7,0.2,14.6902
Adrian Hane,163.96,5,0.2,59.4355
Adrian Hane,5.232,4,0.8,-8.1096
Ben Ferrer,1199.98,2,0,467.9922
Ben Ferrer,73.85,1,0,2.2155
Ben Ferrer,25.71,3,0,6.6846
Ben Ferrer,17.28,6,0,8.1216
Ben Ferrer,526.582,2,0.3,-52.6582
Andrew Allen,11.56,2,0,5.6644
Andrew Allen,209.97,3,0,58.7916
Andrew Allen,447.84,4,0,98.5248
Andrew Allen,479.97,3,0,163.1898
Andrew Allen,8.64,3,0,2.5056
Stuart Van,11.68,2,0,4.2048
Evan Henry,40.776,3,0.2,0.5097
Evan Henry,13.698,3,0.7,-9.5886
John Lucas,87.8,5,0.2,32.925
Janet Martin,77.952,3,0.2,15.5904
Janet Martin,147.184,2,0.2,-29.4368
Janet Martin,47.952,3,0.2,16.1838
Joni Blumstein,250.26,6,0,72.5754
Peter Bühler,40.776,3,0.2,0.5097
Stefania Perrino,29.6,5,0.2,9.25
Stefania Perrino,1.938,2,0.7,-1.3566
Matt Connell,159.96,4,0,51.1872
Brooke Gillingham,59.52,3,0,15.4752
Brooke Gillingham,17.48,2,0,8.2156
Brooke Gillingham,13.168,2,0.2,4.6088
Jesus Ocampo,40.74,3,0,12.222
Alex Russell,179.886,1,0.3,-2.5698
Tony Sayre,286.256,1,0.2,17.891
Tony Sayre,24.224,2,0.2,-4.8448
Tony Sayre,331.536,3,0.2,-82.884
Jim Kriz,17.52,3,0,6.3072
George Ashbrook,17.856,4,0.2,4.2408
Tanja Norvell,431.976,3,0.2,-75.5958
Tamara Willingham,291.136,4,0.2,-25.4744
Pete Armstrong,114.848,4,0.2,35.89
John Dryer,10.688,2,0.2,3.7408
Michael Nguyen,15.232,4,0.2,5.5216
Gene McClure,12.42,3,0,5.2164
Deirdre Greer,19.44,3,0,9.3312
James Galang,70.368,4,0.2,26.388
Alex Grayson,12.672,9,0.2,1.4256
Jay Fein,89.95,5,0,43.176
Steve Carroll,6.58,2,0,3.0268
Steve Carroll,94.99,1,0,28.497
Carlos Meador,35.12,2,0.2,13.17
Kean Thornton,25.92,4,0,12.4416
Christine Phan,7.96,2,0,3.7412
Christine Phan,566.97,3,0,153.0819
Christine Phan,9.84,3,0,2.8536
Eileen Kiefer,25.488,2,0.2,4.779
Carl Weiss,7.56,6,0,0.3024
Keith Herrera,60.84,3,0,19.4688
Keith Herrera,450.04,2,0,58.5052
Keith Herrera,34.6,2,0,16.608
Keith Herrera,467.97,3,0,140.391
Keith Herrera,33.02,2,0,15.8496
Ann Blume,17.088,2,0.2,1.068
Adam Hart,3.008,2,0.2,0.3384
Clytie Kelty,268.24,7,0.2,93.884
Clytie Kelty,431.16,5,0.2,107.79
Stefania Perrino,43.6,4,0,12.208
Stefania Perrino,154.95,3,0,30.99
Jennifer Patt,15.552,3,0.2,5.4432
Barry Gonzalez,42.208,2,0.2,13.7176
Clay Cheatham,10.368,2,0.2,3.6288
Sara Luxemburg,2.224,1,0.2,0.556
Frank Olsen,74.52,9,0,35.0244
Brenda Bowman,17.52,3,0,5.256
Brenda Bowman,1779.9,5,0,373.779
Brenda Bowman,219.9,5,0,59.373
Denny Ordway,7.152,3,0.2,0.7152
Larry Blacks,26.72,5,0.2,9.352
Thomas Seio,1039.728,2,0.2,90.9762
Thomas Seio,45.96,2,0,13.788
Cindy Stewart,456.588,2,0.7,-304.392
Cindy Stewart,4499.985,5,0.7,-6599.978
Cindy Stewart,59.976,3,0.2,11.9952
Susan Pistek,6.12,3,0,2.8764
Cynthia Delaney,10.98,1,0,2.9646
Cynthia Delaney,7.86,3,0,3.6156
Cynthia Delaney,51.45,3,0,13.8915
Cynthia Delaney,37.056,3,0.2,13.896
Roy Französisch,203.92,4,0,55.0584
Roy Französisch,29.56,4,0,7.9812
Frank Olsen,8.568,3,0.8,-14.5656
Elpida Rittenbach,45.248,2,0.2,3.9592
Elpida Rittenbach,876.3,10,0.4,-292.1
Elpida Rittenbach,185.376,2,0.2,-34.758
Philip Brown,25.06,2,0,11.7782
Luke Weiss,2.89,1,0.8,-4.7685
Luke Weiss,7.896,3,0.2,2.4675
Luke Weiss,22.608,3,0.6,-10.1736
Luke Weiss,30.528,8,0.2,9.54
Frank Gastineau,4.842,3,0.7,-3.3894
Barry Pond,1.8,5,0.8,-2.88
Sung Pak,39.984,2,0.2,-1.4994
Jonathan Doherty,32.4,5,0,15.876
Jonathan Doherty,97.88,2,0,48.94
Fred McMath,307.168,4,0.2,30.7168
Michael Paige,26.9,5,0,13.181
Harold Ryan,47.01,3,0,22.0947
Harold Ryan,469.99,1,0,136.2971
Harold Ryan,207.846,3,0.1,2.3094
Barry Weirich,324.744,3,0.2,-77.1267
Maurice Satty,40.48,2,0,14.5728
Sanjit Jacobs,12,4,0.2,4.2
Sanjit Jacobs,720.064,4,0.2,-63.0056
Sanjit Jacobs,25.424,1,0.2,-4.767
Sanjit Jacobs,2.816,2,0.2,0.3168
Sanjit Jacobs,3.204,2,0.7,-2.5632
Vivek Sundaresam,30.828,7,0.7,-24.6624
Vivek Sundaresam,47.616,3,0.2,5.952
Vivek Sundaresam,108.784,2,0.2,10.8784
Dave Kipp,4.77,1,0,2.1465
Dave Kipp,7.98,3,0,2.0748
Dave Kipp,550.431,3,0.3,-47.1798
Dave Kipp,10.56,6,0,4.6464
Maureen Gastineau,1497.666,2,0.15,140.9568
Maureen Gastineau,17.52,2,0.2,-3.504
Dennis Pardue,113.22,3,0,29.4372
Dennis Pardue,35.88,6,0,17.5812
Dennis Pardue,4535.976,3,0.2,1644.2913
Caroline Jumper,11.84,8,0,5.6832
Carl Weiss,592.74,6,0,160.0398
Giulietta Weimer,111.672,9,0.2,6.9795
Paul Prost,8.64,3,0,2.5056
Paul Prost,149.97,3,0,52.4895
Pauline Webber,232.88,5,0.2,17.466
Pauline Webber,90.882,1,0.1,15.147
Craig Yedwab,508.768,4,0.2,38.1576
Craig Yedwab,9.912,3,0.2,3.2214
Bart Watters,63.936,3,0.2,6.3936
Bart Watters,59.52,3,0,15.4752
Bart Watters,311.976,3,0.2,38.997
Bart Watters,50.352,3,0.2,17.6232
Mick Brown,19.136,2,0.2,1.9136
Cyra Reiten,13.12,5,0.2,2.132
Eugene Barchas,241.568,2,0.2,-15.098
Eugene Barchas,479.92,2,0.2,41.993
Sally Hughsby,307.136,4,0.2,-11.5176
Sally Hughsby,12.6,2,0,5.796
Sally Hughsby,159.98,2,0,57.5928
Christina VanderZanden,6.12,3,0,2.8764
Christina VanderZanden,1184.72,4,0,106.6248
Annie Thurman,45.96,2,0,13.788
Allen Goldenen,58.05,3,0,26.703
Allen Goldenen,71.28,11,0,34.2144
Gene McClure,124.404,4,0.3,-21.3264
Jamie Kunitz,154.9,5,0,69.705
Jamie Kunitz,1871.88,12,0,561.564
Don Weiss,16.192,2,0.6,-6.8816
Adam Shillingsburg,18.936,3,0.2,-3.7872
Adam Shillingsburg,12.672,3,0.2,-3.168
Adam Shillingsburg,5.04,2,0.2,1.764
Thomas Seio,8.448,2,0.2,2.9568
Thomas Seio,20.388,2,0.8,-53.0088
Sean Miller,9.96,2,0,4.8804
Brosina Hoffman,320.64,4,0,89.7792
Brosina Hoffman,52,4,0,23.4
Laurel Workman,25.584,2,0.2,8.9544
Laurel Workman,464,5,0,134.56
Laurel Workman,235.95,3,0,77.8635
Laurel Workman,39.96,4,0,17.982
Joseph Airdo,18.528,4,0.7,-12.352
Kelly Andreada,17.9,2,0,3.401
Kelly Andreada,81.96,2,0,0
Toby Gnade,272.736,3,0.2,-64.7748
Toby Gnade,18.496,4,0.2,6.7048
Toby Gnade,441.92,2,0.2,49.716
Toby Gnade,127.764,6,0.7,-191.646
Dennis Bolton,166.44,3,0,79.8912
Lynn Smith,13.38,2,0,6.1548
Michael Oakman,24,2,0.2,-2.7
Carol Adams,24.448,4,0.2,8.8624
Daniel Byrd,6.16,2,0,2.9568
Daniel Byrd,915.136,4,0.2,102.9528
Daniel Byrd,8.56,2,0,3.852
Daniel Byrd,97.82,2,0,45.9754
Damala Kotsonis,31.104,6,0.2,11.2752
Damala Kotsonis,11.176,1,0.2,0.8382
Evan Bailliet,5.04,2,0.2,1.764
Daniel Raglin,242.176,4,0.6,-302.72
Jim Sink,337.176,2,0.4,-118.0116
Lena Cacioppo,13.344,6,0.2,1.0008
Lena Cacioppo,76.752,6,0.2,10.5534
Lena Cacioppo,102.336,8,0.2,14.0712
Lena Cacioppo,10.32,2,0.2,3.741
Lena Cacioppo,47.32,7,0.2,5.915
Lena Cacioppo,23.376,3,0.2,7.0128
Lena Cacioppo,16.72,5,0.2,3.344
Lena Cacioppo,16.192,1,0.2,4.6552
Jeremy Pistek,32.4,5,0,15.552
Trudy Schmidt,19.89,9,0,5.3703
Trudy Schmidt,399.98,2,0,171.9914
Trudy Schmidt,343.85,5,0,137.54
Trudy Schmidt,106.32,3,0,49.9704
Nathan Mautz,13.92,3,0.2,4.35
Eugene Hildebrand,82.4,5,0,40.376
Eugene Hildebrand,6.24,2,0,3.0576
Eugene Hildebrand,447.84,8,0,219.4416
Dan Campbell,272.048,7,0.2,30.6054
Dan Campbell,1614.582,6,0.7,-1237.8462
Dan Campbell,24.32,5,0.2,9.12
Dan Campbell,1.584,2,0.2,0.4752
Dan Campbell,31.984,1,0.2,0
Dan Campbell,14.76,5,0.2,4.797
Dan Campbell,423.648,2,0.2,47.6604
Doug O'Connell,76.64,2,0.2,26.824
Lindsay Shagiari,4.464,1,0.2,1.674
Lindsay Shagiari,3.96,10,0.8,-6.93
Rob Williams,715.64,2,0,178.91
Roger Demir,268.704,3,0.2,6.7176
Roger Demir,21.92,8,0,5.9184
Roger Demir,48.72,3,0,7.308
Roger Demir,205.666,2,0.15,-12.098
Rob Beeghly,30.344,2,0.6,-31.8612
Joe Elijah,25.696,2,0.2,1.9272
Steven Roelle,3404.5,5,0,1668.205
Steven Roelle,101.34,3,0,8.1072
Phillina Ober,344.372,4,0.3,-93.4724
Julie Kriz,30.384,1,0.2,3.798
Julie Prescott,22.848,2,0.2,7.4256
Dean percer,38.62,2,0,10.8136
Dean percer,59.98,2,0,10.7964
Joy Bell-,174.3,3,0,81.921
Paul Prost,383.96,5,0.2,38.396
Paul Prost,15.57,3,0.7,-11.418
Roy Französisch,22.32,4,0,10.7136
Roy Französisch,103.6,7,0,51.8
Katharine Harms,2.97,3,0,1.3365
Katharine Harms,569.99,1,0,170.997
Katharine Harms,50.97,3,0,9.1746
Evan Minnotte,298.116,6,0.3,-4.2588
Damala Kotsonis,59.52,3,0,17.856
Mark Cousins,230.28,3,0.2,23.028
Mark Cousins,105.52,5,0.2,34.294
Rick Wilson,23.36,2,0,11.68
Rick Wilson,71.976,3,0.2,8.997
Rick Wilson,8.56,2,0,3.852
Rick Wilson,13.92,3,0.2,4.872
Rick Wilson,2518.29,9,0,654.7554
Rick Wilson,540.57,3,0,140.5482
Rick Wilson,221.056,8,0.2,77.3696
David Smith,81.424,2,0.2,-9.1602
David Smith,134.8,10,0,35.048
Guy Armstrong,39.582,9,0.8,-59.373
Guy Armstrong,44.688,7,0.2,5.0274
Guy Armstrong,31.744,2,0.2,2.3808
Guy Armstrong,40.98,5,0.8,-65.568
Guy Armstrong,3.168,3,0.8,-5.0688
Shahid Collister,18.84,5,0.2,-3.5325
Shahid Collister,362.25,6,0.3,0
Shahid Collister,63.552,6,0.6,-34.9536
Shahid Collister,129.552,3,0.2,-22.6716
Katherine Ducich,5.984,2,0.2,2.244
Katherine Ducich,861.76,4,0,249.9104
Katharine Harms,66.96,4,0,2.6784
Katharine Harms,6.24,2,0,3.0576
Greg Guthrie,435.168,4,0.2,-59.8356
Greg Guthrie,14.9,5,0,6.854
Greg Guthrie,15.8,4,0,4.108
Greg Guthrie,72.9,5,0,26.973
Greg Guthrie,206.352,3,0.2,5.1588
Greg Guthrie,7.992,1,0.2,2.6973
Jim Sink,81.36,5,0.2,-19.323
Jim Sink,20.232,8,0.7,-16.1856
Jim Sink,389.056,4,0.2,48.632
Jim Sink,20.736,4,0.2,7.2576
Jim Sink,41.472,8,0.2,14.5152
Bart Pistole,33.36,4,0,16.68
Corey Catlett,90.882,3,0.7,-190.8522
Corey Catlett,15.992,1,0.2,-2.9985
Corey Catlett,120.784,1,0.2,13.5882
Sung Pak,519.792,4,0.4,-112.6216
Sung Pak,31.176,3,0.2,-5.4558
Sung Pak,10.368,2,0.2,3.6288
Sung Pak,2.724,2,0.7,-1.9068
Sung Pak,254.352,3,0.2,0
Sung Pak,3.762,3,0.7,-2.7588
Sung Pak,10.272,3,0.2,3.21
Jim Karlsson,659.97,3,0,197.991
Jim Karlsson,113.73,3,0,32.9817
Chad Cunningham,5.104,1,0.2,1.6588
Darren Powers,16.448,2,0.2,5.5512
Sandra Flanagan,81.92,4,0,22.1184
Sandra Flanagan,254.9,5,0,76.47
Edward Hooks,15.12,5,0.2,4.914
Edward Hooks,7.872,3,0.2,0.8856
Duane Noonan,8.32,5,0.2,2.808
Pauline Johnson,89.95,5,0,43.176
Matt Abelman,25.2,4,0,11.592
Matt Abelman,37.59,3,0,17.6673
Matt Abelman,14.97,1,0,4.1916
Matt Abelman,1.98,2,0,0.891
Vivian Mathis,39.936,4,0.7,-26.624
Vivian Mathis,18.464,2,0.2,2.308
Michelle Moray,4.896,3,0.7,-3.4272
Michelle Moray,145.764,6,0.7,-247.7988
Michelle Moray,9.612,6,0.7,-7.3692
Clay Rozendal,199.75,5,0,87.89
Clay Rozendal,1673.184,12,0.2,20.9148
Bill Shonely,12.18,7,0,3.8976
Bill Shonely,57.68,4,0,19.0344
Rob Dowd,263.96,4,0,76.5484
Karen Daniels,299.94,6,0,128.9742
Karen Daniels,25.76,7,0,0.5152
Anna Andreadi,271.9,2,0,78.851
Anna Andreadi,45.84,3,0,15.5856
Anna Andreadi,9.82,2,0,3.2406
Mick Crebagga,93.36,12,0,0.9336
Anna Andreadi,541.24,4,0,5.4124
Anna Andreadi,106.32,3,0,49.9704
Anna Andreadi,1323.9,5,0,383.931
Quincy Jones,126.624,6,0.2,41.1528
Justin MacKendrick,125.944,7,0.2,15.743
Trudy Brown,663.92,5,0.2,207.475
Trudy Brown,120,8,0,13.2
Trudy Brown,3.29,1,0,1.4805
Trudy Brown,18.84,3,0,6.0288
Nicole Fjeld,60.672,6,0.2,12.8928
Nicole Fjeld,30.816,9,0.2,2.6964
Barry Französisch,52.792,1,0.2,4.6193
Nora Paige,83.9,10,0,20.975
Nora Paige,11.76,2,0,5.7624
Harry Marie,4.992,3,0.8,-12.9792
Harry Marie,87.92,5,0.2,29.673
Harry Marie,657.93,5,0.3,-93.99
Harry Marie,1.044,1,0.8,-1.827
Don Miller,210.68,2,0,50.5632
Don Miller,78.8,1,0,1.576
Don Miller,19.99,1,0,6.7966
Don Miller,772.68,4,0,108.1752
Jill Fjeld,106.08,6,0.2,-9.282
Neoma Murray,23.076,3,0.6,-10.9611
Neoma Murray,25.92,5,0.2,9.072
Mark Van Huff,47.952,3,0.2,16.1838
Mark Van Huff,0.984,2,0.8,-1.476
Mark Van Huff,75.384,9,0.6,-20.7306
Mark Van Huff,4.608,2,0.2,1.6704
Alejandro Grove,37.68,6,0,16.956
Beth Fritzler,41.91,3,0,10.8966
John Castell,435.999,3,0.15,5.1294
Candace McMahon,388.704,6,0.2,38.8704
Candace McMahon,572.58,6,0,34.3548
Candace McMahon,33.18,2,0,11.613
Paul Van Hugh,63.88,4,0,24.9132
Paul Van Hugh,26.72,1,0,11.7568
Doug O'Connell,295.056,9,0.2,106.9578
Helen Abelman,393.25,5,0,129.7725
Shahid Hopkins,2.214,3,0.7,-1.476
Justin MacKendrick,16.272,3,0.2,5.2884
Dean Katz,706.86,7,0,197.9208
Craig Molinari,5.97,5,0.7,-4.577
Craig Molinari,21.184,1,0.2,4.7664
Craig Molinari,41.376,6,0.2,3.1032
Barbara Fisher,17.94,3,0,4.485
Sylvia Foulston,2.655,1,0.7,-1.8585
Cassandra Brandow,892.35,5,0,267.705
Cassandra Brandow,307.666,2,0.15,28.9568
Cassandra Brandow,728.82,9,0,29.1528
Cassandra Brandow,41.36,5,0.2,13.959
Cassandra Brandow,43.176,3,0.2,15.1116
Cassandra Brandow,4.16,2,0,1.7472
Tamara Chand,61.4,5,0,28.858
Tamara Chand,24.448,2,0.2,8.8624
Luke Weiss,263.96,4,0,71.2692
Luke Weiss,359.97,3,0,100.7916
Luke Weiss,12.96,2,0,6.2208
Luke Weiss,116.82,3,0,5.841
Luke Weiss,276.784,2,0.2,89.9548
Noel Staavos,239.97,3,0,86.3892
Noel Staavos,16.02,6,0,6.0876
Janet Martin,454.56,5,0.2,-107.958
Janet Martin,141.42,5,0.6,-187.3815
Janet Martin,310.744,4,0.3,-26.6352
Janet Martin,12.736,4,0.2,2.2288
Janet Martin,6.47,5,0.8,-9.705
Janet Martin,13.748,14,0.8,-22.6842
Janet Martin,15.224,2,0.8,-38.8212
Randy Ferguson,27.42,3,0,9.3228
Randy Ferguson,165.98,1,0,74.691
Randy Ferguson,75,3,0,18
Cathy Armstrong,134.272,8,0.2,46.9952
Kristen Hastings,146.544,6,0.2,47.6268
Kristen Hastings,131.904,3,0.2,47.8152
Kristen Hastings,203.88,5,0.2,20.388
Kristen Hastings,14.301,7,0.7,-10.4874
Kristen Hastings,718.64,10,0.2,-161.694
Lindsay Castell,61.1,5,0,18.33
Jack Lebron,28.08,3,0.2,5.265
Dario Medina,10.496,4,0.2,1.1808
Mike Vittorini,39.92,2,0.2,12.974
Noel Staavos,77.58,9,0,20.1708
Ann Steele,269.36,7,0,70.0336
Meg Tillman,5.76,2,0,2.8224
Sharelle Roach,109.9,5,0,32.97
Dennis Kane,23.88,3,0,10.5072
Dennis Kane,26.2,4,0,12.052
Dennis Kane,12.96,2,0,6.2208
Dennis Kane,234.95,5,0,32.893
Susan Vittorini,118.25,5,0,34.2925
Susan Vittorini,4.28,1,0,1.926
Rick Huthwaite,26.85,3,0,5.1015
Rick Huthwaite,3357.6,3,0.2,377.73
Sarah Brown,8.26,2,0,3.7996
Sarah Brown,2973.32,7,0.2,334.4985
Sarah Brown,104.79,7,0,29.3412
Sarah Brown,775.728,6,0.2,58.1796
Cyra Reiten,89.0664,1,0.32,-17.0274
Cyra Reiten,175.44,6,0.2,52.632
